video_id,polarity,title,channel_title,category_id,tags
y9vsRUmPCKk,0.6354166666666666,MAC Studio Fix  Fluid NW58 |Nyma Tang #thedarkestshade,Nyma Tang,26,Nyma Tang|the darkest shade|contour for dark skin|dark skin|darkest foundation|highlighting and contour for dark skin|nyma
_bhvufnPkxc,0.15463917525773196,Lorde - In The Air Tonight (Phil Collins cover) in the Live Lounge,BBCRadio1VEVO,10,Lorde|Phil Collins|In The Air Tonight|BBC Radio 1|Live Lounge
gOHHQ9WunXs,0.10989010989010989,BEŞİKTAŞ 2 - 0 LEIPZIG TÜRKÇE  MAÇ ÖZETİ ŞAMPİYONLAR LİGİ 26 EYLÜL 2017,SPORT MEISTER,17,beşiktaş|leipzig|rb leipzig|champions league|şenol güneş|besiktas|şampiyonlar ligi|besiktas leipzig|beşiktaş leipzig|futbol|babel|bjk|cenk tosun|besiktas rb leipzig|promo|komik|beşiktaş şampiyonlar ligi|pes 2018|beşiktaş rb leipzig|pes|ralph hasenhüttl|besiktas vs rb leipzig|besiktas vs leipzig|maç özeti
OlfF7Ct9y7I,0.58,ZARA HAUL + TRY ON | AUTUMN TRANSITIONAL HAUL | I Covet Thee,I Covet Thee,26,icovetthee|i covet thee|zara haul|zara try on haul|haul|zara try on|try on haul|zara unboxing|transitional haul|clothing haul|try on|fashion|zara|autumn haul|fall haul|i covet thee haul|zara autumn|zara autumn haul|ZARA HAUL + TRY ON | AUTUMN TRANSITIONAL HAUL | I Covet Thee|zara haul + try on
LVPIM06bMJo,0.5257731958762887,Man Feeds WILD SNAKE Friend A Snack | The Dodo,The Dodo,15,animal video|animals|the dodo|Rescue|Animal Rescue|snake friend|man feeds wild snake|wild snake|snake video|feeding snake|snakes|snake|friendly snake|snake charmer|snake city|snake eater|snake eyes|snake prank|snake trap|snakes on a plane|hungry snake|snake eating|snake eats|man feeds snake|man snake friend|pet snake|wild snakes|snake reunion|WILD SNAKE FEEDING
BGOAmt0YI7o,0.5,Have you ever heard anything like it?!: Margot Robbie on Domhnall Gleeson's armpit farts,BBC Radio 1,1,Goodbye Christopher Robin|Margot Robbie|Domhnall Gleeson|Radio 1|BBC|Ali Plumb|Movie|Film|Armpit Fart
YwlNtzq2k1M,0.6020408163265306,How to have a Successful Holiday Fling | Hannah Witton,Hannah Witton,22,how to have a successful holiday fling|holiday|fling|travel|romance|backpacker|single|dating|relationships|long distance|travelling|flings|love|hannah witton|hannah|witton|christy|christianne risman|backpacking bananas|british|youtubers|vloggers|female|women|solo travel|solo|sex|summer
35zynOrkvMk,0.3333333333333333,Arma 3 IED Blast,Cavemanwarrior,22,IED|Arma 3|RIP
UVjRG6roqsg,-0.02702702702702703,'Bilic has gotta go' West Ham 1 Swansea 0,West Ham Fan TV,17,Javier hernandez|Pablo Zabaleta|Marko Arnautovic|Joe hart|West Ham|Football|Chicharito|Lanzini|Pedro Obiang|Premier League|Highlights|Reaction|Swansea|1-0
4AsSp0AhlBc,0.14285714285714285,The Hidden Detail You Missed about Stranger Things’ Shadow Monster! (Nerdist News w/ Jessica Chobot),Nerdist,24,Nerdist|Fvid|Nerdist News|jessica chobot|stranger things|season 2|will byers|shadow monster|entertainment weekly|upside down|eleven|millie bobbie brown|joyce|hopper|sean astin|tv|netflix
emwfEtsn0sE,0.11458333333333333,Vic Mensa - Rollin' Like A Stoner,VicMensaVEVO,10,Vic Mensa|Vic|Mensa|Rollin Like A Stoner|Rolling Like A Stoner|The Autobiography|The Manuscript|Roc Nation
EcdK8J74DSY,0.18181818181818182,Tom Cruise & Doug Liman Answer the Web's Most Searched Questions | WIRED,WIRED,24,autocomplete|doug liman|google autocomplete|tom cruise|wired autocomplete|wired autocomplete interview|american made|tom cruise interview|doug liman interview|tom cruise american made|tom cruise movie|tom cruise funny moments|tom cruise autocomplete|american made tom cruise|tom cruise movie 2017|american made 2017|tom cruise funny|tom cruise running|tom cruise wired|wired|wired.com|tech|technology
WqDbQbAEWsI,0.625,Bruce Springsteen and Bryan Adams perform Badlands (LIVE at Invictus Games 2017 Closing Ceremony),Gene Yuko,10,[none]
wkPW7rozgjU,-0.12,Mandalay Bay Shooting (Dan Bilzerian Instagram Story),Twosdays With Tk,25,Mandalay Bay Shooting|Mandalay bay|Mandalay|Dan|Dan Bilzerian|live|active shooting|Las Vegas shooting|Las Vegas|Mandalay bay events center|music festival shooting|shooting in Las Vegas|live coverage of Mandalay bay shooting|Snapchat of|video of|Jake Owen|jake Owen shooting|concert|strip|Las Vegas strip shooting|Mandalay bay Vegas|harvest festival|harvest 91 festival
NGoOVpA-pQM,0.37373737373737376,"Anti-Racism Educator Jane Elliot Blasts Trump For Attacks On NFL Players, Dividing The Nation",Roland S. Martin,25,[none]
bukzXzsG77o,0.06,Content Cop - Jake Paul,iDubbbzTV,23,Content Cop|jake paul|ricegum|asian jake paul|idubbbztv|disstrack|hypebeasts|cult|boyinaband|diss|roast|music video|reaction|pranked|idubbbz|vevo
8z2RgsLSn-c,0.45161290322580644,Miley Cyrus Opens The Tonight Show with Moving Performance of No Freedom,The Tonight Show Starring Jimmy Fallon,23,The Tonight Show|Jimmy Fallon|Miley Cyrus|Opens|Moving Performance|No Freedom|NBC|NBC TV|Television|Funny|Talk Show|comedic|humor|snl|Fallon Stand-up|Fallon monologue|tonight|show|jokes|funny video|interview|variety|comedy sketches|talent|celebrities|video|clip|highlight|music|musical performance|the roots|Younger Now|Las Vegas|Mandalay Bay|Adam Sandler|senseless shooting|tragedy
kRbZ6NenNDI,0.36,DRUGSTORE PUMPKIN SPICE MAKEUP | sophdoesnails,sophdoesnails,26,grey hair|pumpkin makeup|pumpkin spice makeup|pumpkin spice|diy pumpkin spice|pumpkin makeup 2017|halloween makeup 2017|fall makeup|autumn makeup|halloween makeup|drugstore halloween makeup|drugstore autumn makeup|drugstore fall makeup 2017|halloween makeup easy|orange makeup|orange fall makeup|burnt orange makeup|drugstore glitter makeup
q2KehxKQ3Zk,0.0707070707070707,Why Puerto Rico will be without power for months,Vox,25,vox.com|vox|explain|puerto rico|PREPA|disaster relief|puerto rico hurricane|puerto rico maria|NOAA VIIRS|puerto rico power outages|merchant marine act|puerto rico economy|puerto rico crisis|puerto rico hurricane relief|puerto rico data visualization|puerto rico recovery|hurricane recovery|puerto rico US relations|Section 936|puerto rico tax breaks|Jones Act|Autoridad de Energia Electrica de Puerto Rico
xYq_XLAJRu4,-0.20754716981132076,Finnish golfer kills a goose (RAW),American Toys Fun Review Channel,22,hanhi golf video golfmailalla pää irti golfer kills a bird
2nFO0sMs9Zs,0.6464646464646465,Sam Smith - Father Figure in the Live Lounge,BBCRadio1VEVO,10,Sam Smith|Father Figure|BBC Radio 1|Live Lounge|George Michael
ISKdzjFSVVA,0.2857142857142857,Willian | Signing for Chelsea was... unusual!' | My Story,FourFourTwo,17,FourFourTwo|Football|Soccer|Premier League|yt:cc=on|Chelsea FC|Willian interview|futsal|Corinthians|Shakhtar Donetsk|Anzhi Makhachkala|Brazil|Brazilian national football team|Ribeirão Pires|Liverpool FC|Tottenham Hotspur FC|São Paulo|Campeonato Brasileiro Série A|Campeonato Paulista|Ukrainian Premier League|Russian Premier League
9fVot8fIX-o,0.21,Search Party with Miley Cyrus and the Cast of Riverdale,The Tonight Show Starring Jimmy Fallon,23,The Tonight Show|Jimmy Fallon|Search Party|Miley Cyrus|Cast|Riverdale|NBC|NBC TV|Television|Funny|Talk Show|comedic|humor|snl|Fallon Stand-up|Fallon monologue|tonight|show|jokes|funny video|interview|variety|comedy sketches|talent|celebrities|video|clip|highlight|games with guests|K.J. Apa|Lili Reinhart|Camila Mendes|Cole Sprouse|Younger Now|Wrecking Ball|Archie|Betty|Veronica|Jughead|Noah Cyrus
E6eRA8PnuW4,0.42,Blade Runner 2049 - Movie Review,Chris Stuckmann,24,Blade Runner 2049|Chris Stuckmann|Movie Review|Scene|Clip|Trailer|2017|1982|Reviews|Film|Ending|Explained|Explanation|Meaning|Analysis|Analyzed|Roger Deakins|Cinematography|Ryan Gosling|Harrison Ford|Ana de Armas|Sylvia Hoeks|Robin Wright|Mackenzie Davis|Carla Juri|Lennie James|Dave Bautista|Jared Leto|Denis Villeneuve|Replicant|Score|Soundtrack|OST|Hans Zimmer|Song|Teaser
60p7CcevOQI,0.11458333333333333,Jozef Urban - Runner's Ding Dong Comes Out on Marathon - Košice 2017 FULL,Dominik Cvik,24,kosice|maraton|marathon|medzinárodný maratón mieru|košice|jozef urban|full|2017|necenzurovane|uncensored|MMM|urban|run|runing|runner|fun|laugh|funny|ding dong|ding|dong|maratón|slovakia|slovensko|legendy slovenského internetu
C1i3ESnliMQ,0.09,What If You Only Drank Coke (Soda) and Nothing Else?,The Infographics Show,27,What Would Happen If You Only Drank Coke and Nothing Else?|soda|coca cola|pepsi|coke|what if you only drank soda|what if you only drank coke|science|coca-cola|cola|soft drink|what if you only drank pop|could you only drink soda|what if|sugar|drink|pop|diet soda|health|overweight|corn syrup|is pop bad?|is soda bad|is coke bad|is coke bad for you|is soda bad for you|the infographics show|theinfographicsshow|question
GEmQaOLk9Gk,0.13,Princess Love Spills on Her Sex Life with Ray J,The Real Daytime,24,the real|daytime|talk show|women|tamera mowry|adrienne bailon|loni love|jeannie mai
lduyitPDQjY,0.08,How to Recognize Gunfire (Sound of Gun Shots),Gun Runnerz,27,gunshots sound|what does gunfire sound like|bullets sound|gunfire sound|what does getting shot sound like|getting shot|shooting sound|gun sound|pew pew pew|active shooter|what to do when sho
FyLtlW3hHwQ,0.5833333333333334,Shadow of War - ORC IN REAL LIFE!,devinsupertramp,24,shadow of war|lord of the rings|shadow of mordor|orc|live action|orc in real life|devin supertramp|warner brothers|eat it jerry|devinsupertramp|the ring|middle earth|sauron|the hobbit|hobbit|mordor|zane ogwin|carter hogan|tyson henderson|cinematic|RED
u8QANTrJRe8,0.16666666666666666,RANGERS FAN THROWS DRINK OVER CONOR MCGREGOR FOR SINGING CELTIC SONG IN GLASGOW 2017,psychobabble,22,mma|conor mcgregor|glasgow
yJyirpACUjU,0.13333333333333333,Christina Aguilera  'Definition' New Fragrance commercial (2017),Casper Xtina,10,Christina Aguilera|Fragrance|Definition|Elizabeth Arden
b0RyiTp8gSA,0.3020833333333333,Michael Jackson - Thriller (Steve Aoki Midnight Hour Remix) [Audio],michaeljacksonVEVO,10,Epic/Legacy|Michael Jackson|Pop|Thriller (Steve Aoki Midnight Hour Remix) [Audio]
FzebOysQeL4,-0.01,Logan Paul on Losing 15% of His Testicle,Jimmy Kimmel Live,24,jimmy|kimmel|live|late|night|talk|show|funny|comedic|comedy|clip|comedian|testicle|balls|logan|paul|influencer|alligator|vs.|internet|videos|stunts|logan paul|testicles|logan paul vs.
SpzeQ1Z3Ut0,0.08080808080808081,Miley Cyrus & Tonight Show's Female Writers Read Thank You Notes to Hillary Clinton,The Tonight Show Starring Jimmy Fallon,23,The Tonight Show|Jimmy Fallon|Miley Cyrus|Tonight Show|Female Writers|Read|Thank You Notes|Hillary Clinton|NBC|NBC TV|Television|Funny|Talk Show|comedic|humor|snl|Fallon Stand-up|Fallon monologue|tonight|show|jokes|funny video|interview|variety|comedy sketches|talent|celebrities|video|clip|highlight|politics|Secretary of State|Senator|ice cream|health care|anxiety|popularity contest|selfie|popular vote|What Happened?
bBduRyX_aq8,-0.3333333333333333,England 1-0 Slovenia - Harry Kane & Joe Hart Post Match Interview - England Qualify For World Cup,MrBeanyman,17,Football|Soccer|Beanyman|BeanymanSports|England|Slovenia|Harry Kane|Joe Hart
v8t0ASudM-o,0.44329896907216493,THE MOM'S VIEW IS BACK!,The Mom's View,22,The Mom's View|TMV|mom show|mom talk|motherhood|mother|maternity|katilette|the shaytards|carliestylez|hey kayli|parent|new mom|mom|whats up moms|millenial moms|imomsohard|the ellen show|ellen|the view|the chew|mom topics|children|shaycarl|trixin|whatsupwoods|caseylavere
utPFb_tNARo,1.0,Fan Throws John Cena's Shirt back! Raw 8/22/2011 [1080P HD],Sohaib Siddiqui,23,Cena Cannot Wrestle
16-xMnzDQ4M,0.6938775510204082,27 Things I've Learned In 27 Years (Sister Sister Parody),Evelyn From The Internets,23,Audible|Audible.com|Sister Sister|Sister Sister parody|27 things I've Learned in 27 Years|life lessons|motivation|evelyn from the internets|The Defining Decade
R00hChXPBE8,0.010101010101010102,Everything From the Google Pixel Event | WIRED,WIRED,28,android|android os|augmented reality|chromebook|google|google pixel|ar|pixelbook|google pixel 2|phone reviews|google pixel 2 launch|smartphones|google home|pixel buds|sundar pichai|google daydream|google max|google pixelbook|google chromebook|pixel earbuds|babelfish|google phone|google headphones|google event|pixel xl|pixel 2 xl|pixel 2xl|pixel headphone jack|google clips|google press conference|wired|wired.com|tech|technology
VU9QftScl5U,0.4482758620689655,"Stranger Things References, Part 2: Teen Horror, Pop and Punk",ScreenPrism,1,stranger things|stranger things season 2|stranger things explained|stranger things 1980s|stranger things emmy awards|duffer brothers|eleven character stranger things|steven spielberg|stranger things E.T. comparisons|stephen king|stranger things plot|wynona ryder|millie bobby brown|stranger things film location|stranger things production facts
dSQ7Ore4-do,0.32989690721649484,PRETTYMUCH Perform 'Would You Mind' | Weekdays at 3:30pm | #TRL,TRL,24,TRL|total|request|live|mtv|Playboi Carti|wokeuplikethis*|woke up like this|Magnolia|milly rock|Prettymuch|boy band|pop music|total request live|dance off|dance battle|challenge|gaby wilson|Tom Petty|The Heartbreakers|Noah Cyrus|haters|DC Young Fly|Brandon Michael Hall|Would You Mind|single|Teacher|Lil Uzi Vert|Again|xxxtentacion|Tom Petty and the heartbreakers|death|rip|Gaby Wilson|Katy Perry|tour|horror
hhREiAarjVY,0.2553191489361702,Sam Smith - Pray (Official Audio),SamSmithWorldVEVO,10,pray|sam smith pray|sam smith|sam smith too good at goodbyes|stay with me
8pB3tiuwFT4,0.30612244897959184,Gal Gadot Can't Compare to Sam Smith - SNL,Saturday Night Live,24,snl|saturday night live|gal gadot|sam smith|kenan thompson|gal gadot snl host|snl host gal gadot|snl promo|gal gadot snl promo|s43|s43e2|episode 2|live|new york|comedy|sketch|funny|hilarious|late night|host|music|guest|laugh|impersonation|actor|improv|musician|wonder woman|justice league|fast and furious 6|israeli|model|too good at goodbyes|in the lonely hour|grammy|promo
eyOHat3p_W4,0.4444444444444444,Assassin’s Creed Origins: Tales From The Tomb Compilation | Trailer | Ubisoft [US],Ubisoft US,20,Assassin's Creed Origins|Assassins Creed|Assassins Creed Origin|Assassin's Creed Origins Trailer|Egypt|Origins|Ancient Egypt|Open World Game|Release Date|Ubisoft|Assassin's Creed Origins Gameplay|Gameplay|Singleplayer|New Assassins Creed|Xbox|PlayStation|PC|Stealth|Adventure|Action|Parkour|Bayek|Before You Buy|Best Games of 2017|tales from the tomb|assassin's creed animation|hieroglyphics|hieroglyphs|Tales form the tomb hieroglyphs
Jwd1AKFLvJQ,0.6956521739130435,Broken femur and pelvic bone,Mark Clayton,22,[none]
qDhbIEuwRRc,0.5897435897435898,Big Little Lies: The Lessons We Learn,ScreenPrism,1,big little lies|big little lies season 1|big little lies season 2 premiere date|nicole kidman|reese witherspoon|hbo|laura dern|Alexander Skarsgard|Zoe Kravitz
5s4wlmfGwJ4,0.43157894736842106,ANDRÉS INIESTA | MY TOP 4 (LEGENDS),FC Barcelona,17,FC Barcelona|برشلونة،|Fútbol|FUTBOL|soccer|FUTEBOL|Sepakbola|サッカー|كرة القدم|football|FCB|Barça|Sport|Club|Barcelona|Camp|Nou|Andrés Iniesta|Top 4|Legends|Barça Legends
ImwYgOvb1cQ,0.46464646464646464,Lea Michele Reunited with Her Glee Co-Stars in NYC,The Tonight Show Starring Jimmy Fallon,23,The Tonight Show|Jimmy Fallon|Lea Michele|Reunited|Glee|Co-Stars|NYC|NBC|NBC TV|Television|Funny|Talk Show|comedic|humor|snl|Fallon Stand-up|Fallon monologue|tonight|show|jokes|funny video|interview|variety|comedy sketches|talent|celebrities|video|clip|highlight|Scream Queens|The Mayor
tg49DhsIcwU,0.07142857142857142,What's your reaction to Mike Pence and Jerry Jones' comments?,NBA,1,[none]
5LXqVd_0cjs,0.41414141414141414,Siblings Baby Shark Remix Dance | Ranz and Niana,Niana Guerrero,24,niana|guerrero|ranz|kyle|ranz niana|ranz and niana|sibling|siblings|dance|dance choreography|vlog|vlogs|baby shark|remix|remix dance|ranz niana baby shark|prank|pranks|viral|kids|kid|song|lit|hip hop|cartoon|siblings dance|remix maniacs
9k6S9v0FKzI,0.3434343434343434,Miley Cyrus Carpool Karaoke,The Late Late Show with James Corden,24,James Corden|The Late Late Show|Colbert|late night|late night show|Stephen Colbert|Comedy|monologue|comedian|impressions|celebrities|carpool|karaoke|CBS|Late Late Show|Corden|joke|jokes|funny|funny video|funny videos|humor|celebrity|celeb|hollywood|famous
QtANwxed36M,0.06,"Password with Mandy Moore, Shaquille O'Neal and Noah Cyrus",The Tonight Show Starring Jimmy Fallon,23,The Tonight Show|Jimmy Fallon|Password|Mandy Moore|Shaquille O'Neal|Noah Cyrus|NBC|NBC TV|Television|Funny|Talk Show|comedic|humor|snl|Fallon Stand-up|Fallon monologue|tonight|show|jokes|funny video|interview|variety|comedy sketches|talent|celebrities|video|clip|highlight|This Is Us|NBA|Ponyo|electro|Inside The NBA|Make Me Cry
eUAFOGdPs2w,0.30303030303030304,DIY | How To Organize Hair Accessories,WhatsUpMoms,24,[none]
j6cv-6WuDK0,-0.09183673469387756,Seth Gives His Fans Eminem's Trump Ultimatum,Late Night with Seth Meyers,23,Late night|Seth Meyers|Eminem|trump|ultimatum|NBC|NBC TV|television|funny|talk show|comedy|humor|stand-up|parody|snl seth meyers|host|promo|seth|meyers|weekend update|news satire|satire|freestyle|rap|middle finger|BET|bodied
WgGNWs9u3eY,-0.08163265306122448,Eminem Goes Nuclear on Trump (Like 10-Fold Nuclear),The Late Late Show with James Corden,24,James Corden|The Late Late Show|Colbert|late night|late night show|Stephen Colbert|Comedy|monologue|comedian|impressions|celebrities|carpool|karaoke|CBS|Late Late Show|Corden|joke|jokes|funny|funny video|funny videos|humor|celebrity|celeb|hollywood|famous
x9_5nim4GzQ,-0.030612244897959183,"Trump Claps Back at Eminem's Freestyle, Amazon Trunk Delivery - Monologue",The Tonight Show Starring Jimmy Fallon,23,The Tonight Show|Jimmy Fallon|Trump|Claps Back|Eminem|Freestyle|Amazon|Trunk Delivery|Monologue|NBC|NBC TV|Television|Funny|Talk Show|comedic|humor|snl|Fallon Stand-up|Fallon monologue|tonight|show|jokes|funny video|interview|variety|comedy sketches|talent|celebrities|video|clip|highlight|fake news|broadcast license|This Is Us|BET Awards|Kim Jong Un
5LjxhUoMdFQ,0.33962264150943394,Why Won't 50 Cent End His Feud with Irv Gotti?,The Real Daytime,24,the real|daytime|talk show|women|tamera mowry|adrienne bailon|loni love|jeannie mai
4CyvvCx6Us0,0.5252525252525253,Best Wash-N-Go EVER! | Natural Hair,Mini Marley,26,minimarley|minimarley12|kinky|curly|coily|3a|3b|3c|4a|4b|4c|natural hair|washn go|shea moisture|jane carter solutions|clairol|ecostyler
BpT3gx3s0ns,0.5463917525773195,Sam Smith - Too Good At Goodbyes (Live on SNL),SamSmithWorldVEVO,10,Sam smith|sam smith pray|sam smith snl|sam smith too good at goodbyes|pray|too good at goodbyes|live|snl|stay with me
T6iLJTy6LNQ,0.18556701030927836,EXTREME PUMPKIN CARVING | for National Coming Out Day,GOTDAMN ZO,24,GOTDAMNZO|GAY|COMING OUT STORY|shane dawson tv|liza koshy|david dobrik|RICEGUM|idubbbz|MESSY MONDAY|fouseytube|dashiexp|perfectlaughs|jontavian and brandon|itsnickbean|JBMOB|D&B NATION|de'arra & ken 4 life|pewdiepie|trey and armon|flightreacts|taylor girlz|musical.ly|IAMZOIE|tana mongeau|zane hijazi|domo and chrissy|HALLOWEEN|PUMPKIN CARVING
8_rUSDGR8wc,0.3333333333333333,Watford 2-1 Arsenal - Tom Cleverley & Troy Deeney Post Match Interview,MrBeanyman,17,Football|Soccer|Beanyman|BeanymanSports
yVoijkYiZtg,0.45,The Devil's Wheel at Oktoberfest is INSANE and AWESOME!,Theme Park Review,19,devils wheel|Teufelsrad|Human Roulette Wheel|Joy Wheel|oktoberfest|germany|festival|fair|carnival|amusement|ride|rides|southport|england|pleasureland|awesome|fun|crazy|spinning|beer|drunk|awesome girl|wheel
QDy6HUhC2VA,0.05102040816326531,Roma vs Napoli 0-1 - All Goals & Highlights - 14/10/2017 HD,Premium Sintesi 2,17,Roma|Napoli|0-1|Highlights|Goals|14|Ottobre|2017|Roma vs Napoli|Roma vs Napoli 0-1|Roma vs Napoli gol|Roma vs Napoli 2017|Roma vs Napoli highlights|Roma vs Napoli all goals|Premium|Sintesi|0x1|Friendly|Skills|HD|Serie A|Insigne|Reina
2NMAmYz7CjA,0.3103448275862069,Sunday Supplement Panel defend Mourinho & criticise Arsenal,Football Central,22,[none]
ItCqCuJUjxA,0.04040404040404041,Liverpool 0-0 Manchester United - Jose Mourinho Post Match Interview,MrBeanyman,17,Football|Soccer|Beanyman|BeanymanSports
j-aIyueKNcY,0.27586206896551724,TAEMIN 태민 'MOVE' #2 Performance Video (Solo Ver.),SMTOWN,10,태민|TAEMIN|MOVE|무브|Performance
8mObzt_MX3k,0.16216216216216217,DJ Khaled's Baby/Executive Producer is Turning One,Jimmy Kimmel Live,24,jimmy|kimmel|live|late|night|talk|show|funny|comedic|comedy|clip|comedian|#KimmelinBrooklyn|DJ|Khaled|son|tidal|jay|jennifer|lopez|j-lo|stevie|wonder|hurricane|dj khaled|jennifer lopez|jay z|benefit concert|tidal x|stevie wonder|music|hurricane maria|puerto rico
SYUDTKBNdZc,0.2976190476190476,Blasterjaxx ft. UHRE - Bizarre (Official Music Video),Spinnin' Records,10,Spinnin'|Records|Spinnin' Records|Blasterjaxx|UHRE|Bizarre|Blasterjaxx ft. UHRE - Bizarre|blasterjaxx uhre|bizarre uhre
h3aFZroZXe4,0.31,PES 2018 Realism Review: Individuality and Animations | Part Two | KnightMD,KnightMD,20,PES 2018|Review|Gameplay|FIFA 19|Better|Realism|Realistic|Broadcast|Camera|Goals|Tricks|Saves|Compilation|Passing|Shooting|Analysis|KightMD|Pro Evolution Soccer|Winning Eleven
7-x4ZP9HEwg,0.7244897959183674,"A Magical Trio | Watch Me, Wednesday",Carrie Hope Fletcher,24,carrie hope fletcher|the addams family|vlogging|scotland|travel|vlog|youtuber|author|acting|singing|behind the scenes|backstage|theatre|cast|crew|oliver ormson|samantha womack|cameron blakely|les dennis|scott paige|books|signing|glasgow
5e8-4mBiCSI,0.25882352941176473,[M/V] NU'EST W(뉴이스트 W) - WHERE YOU AT,NU'EST,10,뉴이스트|뉴이스트W|NU'EST|NU'ESTW|W HERE|WHERE YOU AT
zVim45Y5kus,0.1836734693877551,Dab on the past (YIAY #366),jacksfilms,23,jacksfilms|yiay|time|travel|past|go|future|dab|dabbing
wfDmXh_YwcE,0.13541666666666666,Young Dolph - BELIEVE ME (OFFICIAL VIDEO),LQENTERTAINMENT,24,[none]
x4SheWJkn6s,0.30927835051546393,Latinos React To The Selena Google Doodle,Pero Like,22,pero like|latinos react|latinos|latinx|latina|mayainthemoment|maya murillo|gadiel del orbe|curly v|curly velasquez|julissa calderon|chantel houston|ladylike|selena|selena quintanilla|google doodle|selena google doodle|selena doodle
4hqqFqcr1K8,0.3684210526315789,BATTLEGROUNDS The Movie! (Official Fake Trailer),nigahiga,24,ryan|higa|higatv|nigahiga|battlegrounds|the movie|offical fake trailer|pubg|video games|gaming
XKvXg2NlNZ4,0.24742268041237114,The History Of Jacksfilms (Feat. Jacksfilms) | A Brief History,FootofaFerret,24,Jacksfilms|Jack Douglass|YIAY|Yesterday I Asked You|JackAsk|Your Grammar Sucks|YGS|The Emoji Movie|emojis|me me big boy|John Cena|Bee Movie|Shrek|Fidget Spinner|memes|pardoy|sketch|comedy|YouTube|online video|history|origin|behind the scenes|bts|Game Theory|Game Theorists|MatPat|Matthew Patrick|A Brief History|ABH|FootofaFerret|Ryder Burgin
ZagQci5qTSM,0.16,COLLEGE KIDS REACT TO MARINA AND THE DIAMONDS,FBE,24,marina and the diamonds|marina & the diamonds|marina|COLLEGE KIDS REACT TO MARINA AND THE DIAMONDS|college kids react|react|reaction|thefinebros|fine brothers|fine brothers entertainment|finebros|fine bros|FBE|watch|review|for the first time|reviews|responds|respond|youtubers react|elders react|teens react|kids react|adults react|parents react|teenagers react|primadonna|froot|electra heart|how to be a heartbreaker
G1VEccH7jJ8,0.26804123711340205,Movie Spoilers | Anwar Jibawi,Anwar Jibawi,23,movie spoilers|anwar|jibawi|movie|spoilers|did you call my girl|hold the door|taking everything literally|Movie Spoilers | Anwar Jibawi|lelepons|hannahstocking|rudymancuso|inanna|inannasarkis|shots|shotsstudios|marshmello|marshemllo|alesso|| Anwar Jibawi
qFltpuZJAns,0.12371134020618557,DIY OUIJA NAIL ART *not clickbait* *actual nail art* *emergency*,Simply Nailogical,24,nails|nail art|nail tutorial|beauty tutorial|nail art tutorial|diy nails|easy nail art|diy nail art|cute nail art|simply nailogical|ouija|ouija board|ouija nails|ouija nail art|halloween nails|halloween nail art|holoween|easy halloween nails|halloween beauty|halloween tutorial|diy halloween|simply nailogical nail art|spooky nails
cWL4eiCR8FM,0.23232323232323232,"DIY Halloween PIN-SPLOSION! PIZZA SKULLS, FINGER CANDLES, AND BEARS! OH MY",ThreadBanger,26,DIY|threadbanger|Corinne Leigh|Rob Czar|how to|man vs pin|pinterest|pinterest fails|halloween|pinsplosion|pintest|craft fail|pizza skulls|bloody finger candles|skull sugar cubes|spider web art|spooky spell books|corinne vs pin|corinne vs cooking
L87l9-2B0ug,0.05,How To Waste $200 on Amazon...,Austin Evans,28,tech|amazon|gadgets|cool gadgets|technology|cool tech|amazon gadgets|gadgets under|gadgets on amazon|on amazon|austin evans
dB-RqoR_MCI,0.4845360824742268,TIME OUT IN A TREEHOUSE,MoreZoella,22,zoe sugg|zoella|zoe|vlog|vlogging|vlogs|daily|every|day|british|in the life|brighton|nala|puppy|pug|alfie deyes|pointlessblog|beauty|fashion|makeup|lifestyle|life|clothes|outfits|dog|home|interiors|books|food|baking|autumn|halloween|treehouse
jc1_s2c32zs,0.31,CANDY CORN THEMED PIZZA w/ my Dad!,Rosanna Pansino,26,diy|do it yourself|how to|basic|simple|easy|recipe|family|dad|father|mustache|moustache|fun|funny|tasty|pizza|dough|pie|sauce|garlic|tomato|basil|fresh|organic|vegetarian|white sauce|pasta|cream|winter|christmas|halloween|spooky|themed|party|ideas|kitchen|chef|vlog|perfect|delicious|baker|outfit|cooking|american|homestyle|at home|rising|yeast|cheese|3 cheese|cheddar|pappa|pan|decorating|makeup|hairstyle|family friendly|how to cook|how to bake
31X8SnfET9s,0.5555555555555556,한국 대학교 축제를 처음 경험해본 영국남자!!,영국남자 Korean Englishman,23,Korean|영국남자|영국|조쉬|올리|Josh|Ollie|KoreanEnglish|English|Man|englishman|food|음식|외국인|반응|영상|웃긴|남자|외국|도전|매운
10y7JdXctTU,-0.09333333333333334,Conor McGregor uses homophobic slur at UFC Gdansk,Nick Baldwin,24,[none]
auoxdQX3xyw,0.5,ERC round 2: Scarlets v Bath 1st half,Rugby4all 01,22,Scarlets|bath|European Rugby Champions Cup
H2AYOJ2K8MU,-0.09,Lonzo Ball vs Patrick Beverley CRAZY Beef Highlights (2017.10.19) - Calling Lonzo a B#tch,Real GD's Latest Highlights,17,defend the land golden state|defend the land|golden state|nba finals|2017 playoffs|tracy mcgrady|lebron james|stepheun curry|kevin durant|dub nation|epic|must watch|unreal|nba highlights|highlights|moments|crossover|stepback|three|dunk|must see|hd|hdtv|nba history
